Data,Label
অসাধারণ নাটক হয়েছে। নিশু মেহ্জাবিন এর নাটক সবসময় সবসময়ই  অসাধারণ। খুবই ভালো পরিচালনা।,1
আরফান নিশু ভাই ধন্যবাদ ভাই জান এতো সুন্দর ময় নাটক করেছেন। ভালেবাসা অবিরাম শুভ কামনা রইলো আপনার প্রতি,1
নিশো ভাইয়ের স্টাইলটা আমার দারুন লাগেগল্পটা আমার হুবহু আমার জীবনে ঘটছেকিন্তু আমি তাকে পাই নাইতবুও সে ভালো থাকুক আরভালোথাকুক ভালোবাসাগুলো,1
নিশোকে অনেকদিন পর এত ফ্রেশ লাগছে ।,1
কাবির ছিং  Love u নিশু ভাই,1
মন থেকে দোয়া করি জয় হক এমন ভালবাসার  এর সেরা নাটক  আর মিজানুর রহমান আরিয়ান ভাই আপনাকে ধন্নবাদ দিয়ে ছোট করতে চাই না আপনার প্রতি অভিরাম ভালবাসা love u Nishu,1
এরা কারা যার ডিসলাইক দেয়???এটাই সেরা নাটক এবছরেরপুরষ্কার পাবে আশা করি।,1
সত্যি অসাধারণ একটি নাটক দেখলাম  সালের বেষ্ট নাটক বলছি আমি খুবই ভালো লেগেছে আমার  Nisho vaia r Mehazabien apu k onek sundor Lagace......,1
যাক ভালোই  শেষ মেষ নিশু ভাই মেহজাবিন  আপু কে পেলো। 😊😊😊,1
খুবই ভাল লেগেছে,1
রাত জেগে দেখলাম নাটকটা।রাত জাগা নিয়ে আফসোস নেই।চমৎকার ছিল।।।।,1
সত্যিকারের ভালোবাসা এমনি হওয়া দরকার।,1
দারুন একটা নাটক,1
অসাধারণ😥,1
অসাধারণ একটি নাটক পরিচালকে অনেক ধন্যবাদ এতো সুন্দর একটি নাটক উপহার দেয়ার জন্য,1
এতো  মজা করে  রে,1
বড় ছেলের পর আরিয়ান ভাইয়ের সেরা নাটক।,1
আশাকরি  এই রকম  ভাল নাটক আরো উপভোগ  করতে পারবএক কথাই অসাধারন,1
অারিয়ান ভাইঅসাধারণ  আপনার নাটক গুলা অনেক বেশি ভাল লাগে,1
ধন্যবাদ পরিচালক মিজানুর রহমান আরিয়ান ভাইকেএত সুন্দর একটা নাটক টা উপহার দিলেন ফেবারিট  এক্টর,1
বস কলিজার ভিতর লাগছে তুমি সেরা বস,1
আসলে ভালোবার জন্য মানূষ অনেক কিছু করতে পারে তা আমরা আংশিক নিশো ভাইর কাছে দেখতে পেলাম ।।।।।।  বেষ্ট নাটক,1
মিজানুর রহমান আরিয়ানের আরেকটি মাস্টারপিস। এক কথায় অসাধারণ।,1
মিজানুর আরিয়ান ভাইকে ধন্যবাদ এতো সুন্দর নাটক উপহার দেওয়ার জন্য।। নিশো ভাইয়ে নাটক এতো ইমোশনাল অনেক ভালো  একটা নাটক,1
বাহ কি অসাধারণ নাটক,1
অনেক ভালো লেগেছে তুমি আমারই নাটকটি,1
Allows love afran niso & mehajaben আমিও একজনকে ভালোবাসি কিন্তু সে কখনো বোঝার চেস্টা করেনি,1
২০১৯ সালে সেরা নাটক হিসেবে বিবেচিত হোক। সেই একটা নাটক,1
অসাধারন নাটক।আমি শিহরিত মিজানুর রহমান আরিয়ান পরিচালিত প্রত্যেকটা নাটকই জোশ।অপেক্ষায় রইলাম পরবর্তী নাটকের জন্য।,1
খুব সুন্দর হইছে নাটক টি আফরান ভাই মানেই ভিন্ন নতুন কিছু,1
ধন্যবাদ আরিয়ান ভাই অসাধারণ নাকট'টি উপহার দেরার জন্য....,1
অসাধারণ একটা নাটক দেখলাম অনেক দিন পরনিশোর পারসোনালিটি সেরকম ফুটে উঠেছে।নাটকটা যেই দেখুক সেই বলবে ওয়াও অসাধারণ,1
Boss এর জন্যে একটা লাইক হয়ে যাক#Like#CommentsAll the best,1
আমার দেখা সেরা নাটকের একটিঅনেক ভালো অভিনয় করেছে নিশো,1
অনেক ভালো ছিল,1
অনেক ভালো লগলো,1
গত বছরের জন্য ছিলোবোকের বা পাশে আর এ বছরে তুমি আমারই সেরা   জুটি আফরান নিশুমেহ্জাবিন💔,1
অসাধারণ 🙂,1
অনেক অনেক ভালো লাগছে,1
অসাধারণ স্ক্রিপ্ট,1
খুব ভাল লাগলো নাটকটা,1
ভালোবাসা হারানো কত যে কষ্ট তা কেবল যে হারায় সেই জানে।এমন করে সবাই যদি তাদের ভালোবাসা পেত,1
আরিয়ান ভাইয়া আপনাকে অনেক অনেক ধন্যবাদ এইরকম একটা নাটক উপহার দেয়ার জন্য,1
আরিয়ান ভাই দিন শেষে খেলা আপনিই জিতবেন।অসাধারণ হইছে নাটক টা অনেক দিন পর এমন মন ভরে একটা নাটক দেখলাম আপনাদের কেমন লাগলো,1
আমি শিহরিত এই গল্পের নাটক দেখে এর সেরা নাটক হয়েছে,1
সত্যি নিশো ভাই তুমি বাংলা নাটকের কিংবদন্তি আর মেহজাবিন আপু।তুমিও।। I love you Nisho bhai..And Mehjabin apu..,1
অনেক সুন্দর  নাটক m+n,1
অসাধারণ একটা গল্প আশা করছি আমার মতো সবারই ভালো লেগেছে আরিয়ান ভাই আপনাকে ধন্যবাদ এত সুন্দর একটা গল্প আমাদেরকে উপহার দেয়ার জন্য  আশা করছি সামনের দিনগুলোতেও আপনার কাছ থেকে আরো অনেক অনেক চমৎকার গল্প পাবো আবারো ধন্যবাদ ধন্যবাদ এই নাটকের অল টিম মেম্বারদেরকে। সবাই ভালো থাকবেন 👋👋,1
অসাধারণ খুবই ভাল্লাগে বসনিমার্তা মিজানুর রহমান আরিয়ান ভাই কে ধন্যবাদ দিচ্ছি এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য,1
ফেলে আসা দিনগুলো সত্যিই মনে পড়ে গেল ধন্যবাদ দিয়ে ছোট করবো না আরিয়ান স্যারকে অসাধারন হয়েছে।,1
কেমন হবে জানিনা তবে মেকার যখন মি. আরিয়ান তখন খারাপ হবে না।,1
মিজানুর রহমান আরিয়ানের মত ট্যালেন্টেন্ড নির্মাতারা বাংলা সিনেমার ইন্ডাস্ট্রিতে আসা উচিত।  তাতে বাংলা সিনেমার চিত্রটাই বদলে যাবে আশা করি।  ফিরে পাবে সোনালী ঐতিহ্য।  তাই আরিয়ান ভাইয়ের প্রতি রিকুয়েষ্ট থাকতে বড় পর্দায় কাজ করার জন্য।,1
ভালবাসা এমনই কিছু যা কখনো বুঝানো যায় না  অসাধারণ নিশো ও মেহজাবিন জুরি,1
এমন ভালবাসা দেখে মনে হয় ভালবাসতে,1
আরিয়ান ভাই আপনি এক কথায় অসাধারণ ভাই।প্রশংসার ভাষা নেই ভাই,1
আরিয়ান ভাই নিশো ভাই আপনাদের  অসংখ্য ধন্যবাদ দারুণ একটা নাটক উপহার দেওয়ার জন্য।,1
এক কথায় অসাধারণ....,1
অসাধারন নাটক।।।।LOVE YOU #Arfan_nishoLOVE YOU #Mehjabin,1
অসম্বব সুন্দর,1
ভাল লাগলো,1
- বেস্ট ছিল,1
অসাধারন,1
আশা সুন্দর হবে শেষটা আশা করিনি। অসাধারণ লাগলো।এই জুটিকে অনেক মানায়।,1
- খুব ভালো লাগছে!,1
সত্যি অসাধারন লাগলো নাটকটি দেখে । মনে হচ্ছিল কাবির সিং এর বাংলা ভার্শন চলছিল,1
 সালের বেষ্ট নাটকবুকের বা পাশের পরে এইটা বেষ্ট সেরা জুটি নিশো মেহজাবীনসবচেয়ে বেষ্ট পার্ট ছিল ডাক্তারের কাছে হাত ধরে টেনে নিয়ে যাওয়া ভালোবাসার প্রমান দেয়ার জন্য যথেষ্ট। আসলেই অসাধারন নাটক।এরই নাম ভালবাসা।নাই কনো মাখা মাখি নাই কনো মেকঅাপের বাহুল্যতা।।।।,1
অনেক ভালো লাগছে,1
ঐটা ছিলো হিন্দি "Kabir Sing" movieআর এটা "kabir sing" বাংলা নাটক  অনেক সুন্দর একটি কজা  খুব ভালো লেগেছে,1
আমার লাইপে আমি কখন নাটক দেখে কমেন্ট বক্মে কিছু লিখি না কিন্তু এই নাট টা দেখার পরে লিখতে বাত্যা হলাম কারন পূথিবিতে ভালোবাসা অমর যার মূল্যা অনেক অনেক বেশি,1
what a drama heart touching the best '🖕শেষে মিল দেওয়ার জন্য ধন্যবাদএত সুন্দর একটা নাটক উপহার দেওয়ার জন্য আরিয়ান ভাই কে অনেক অনেক ধন্যবাদ। আফরান নিশো বসের কথা না বল্লে তো নায়ে হয়  ইউ বস এত এত সুন্দর করে অভিনয় করার জন্য আমাদের কে এত এত সুন্দর নাটক উপহার দেওয়ার জন্য। i like it nishor all drama,1
ভাল থাকোক ভালবাসা অন্যের বুকে...।,1
অারিয়ান ভাইয়ের নাটক সব-সময় সেরা💯🌷,1
সেরা ভাই,1
নিশো ভাই ছাড়া নাটক দেখিনা আমার প্রিয় অভিনেতা নিশো ভাই,1
অসাধারণ হয়েছে খুব ভালো লেগেছে,1
পরিচালক ভাইকে হাজার স্যালুট 🤦‍♂🤦‍♂.... এমন একটি মন ছুঁয়ে যাওয়া নাটক উপহার দেওয়ার জন্য । সেই সঙ্গে অনেক অনেক ভালবাসা রইলো নিশো ভাইয়ের জন্য  মেহেজাবিন আপু আপনার জন্য ও ভালবাসা রইলো  না হলে আবার আপনি মন খারাপ করবেন !!,1
মিজানুর রহমান আরিয়ান ভাই মানেসুন্দর একটা গল্প নিয়ে আশা।ধন্যবাদ ভাইআরো একটি সুন্দর গল্পের নাটক উপহার দেওয়ার জন্য।,1
চমৎকার অভিনয়..😇😇,1
এক ঘন্টা তেরো মিনিট চৌদ্দ সেকেন্ড কোথায় যে ছিলাম ভুলেই গিয়েছিলাম।  সত্যিই অসাধারণ। লাভ ইউ নিশো এবং বিউটি মেহজাবিন।,1
সেরা একটা নাটক উপহার দিয়েছেন। যেনো একটা বলিউড মুভি দেখেছি।নাটক  বস আফরান নিশো ভাই।,1
মন ছুঁয়ে গেছে... কিভাবে এতো সুন্দর নাটক লিখে মিজানুর রহমান আরিয়ান ভাই? আপনাকে অনেক অনেক ধন্যবাদ...আপনার লেখা প্রত্যেকটা নাটক কেন এতো মুগ্ধকর হয় ভাই?,1
অসাধারণ নাটকমন ছুঁয়ে গেলো,1
অনেক ভালো  লাগলো  নাটক টা দেখে  এ-র কুম  আরও   নাটক চাই,1
অসাধারণ বলার ভাষা নাইমন ছুঁয়ে গেল ভাই,1
গুছানো একটা নাটক ছিলো সব মিলিয়ে অসাধারণ,1
অসাধারণ বস,1
খুব ভালো লাগছেভাই তবে আপনার কমেডি নাটকের আশা করছি,1
কি বলবো  এক কথাই অসাধারন ছিল নাটকটা,1
গল্পটা ভাল ছিল...!!,1
নিশো ভাইয়া ইজ দ্য রিয়েল বস🔝 সেরা সেরা সেরা মেহজাবীন টু লভ 😚,1
এক কথায় অসাধারণ,1
নিশো ভইয়ের সিগারেট খাওয়া কুলনেস অভিনয় সব মিলিয়ে অসাধারণ,1
অনেক দিন পর একটা ভালো নাটক দেখলাম। বুকের বা পাশে এর পর।,1
এরই নাম ভালোবাসা  ধন্যবাদ লেখক কে এমন আরও নাটক চাই,1
অনেক অনেক সুন্দর  লাইছে,1
নাটক টার নাম তুমি আমার না হয়ে বাবুল সিং হলে ভালো হতো"Babul Singh",1
হুম অনেক সুন্দর হইছে 😮😮মেহজাবিন আপুর নাটক কে কে দেখতে চাও লাইক দাও,1
অনেক দিন পর ভালো একটা নাটক দেখলাম,1
খুব ভালো লাগচে,1
সেই নাটক অসাধারণ,1
মনটা ভালো হয়ে গেলো,1
অসাধারণ নিশু ভাই,1
অসাধারণ একটা নাটকlove you Nisho vai,1
অসাধারণ ভাই,1
বালো লাগছে নাটক টা,1
এরকম ভালোবাসা সত্যি অসাধারণ.. আরিয়ান ভাইকে অসংখ্য ধন্যবাদ,1
এরকম ভালোবাসা সত্যি অসাধারণ.. আরিয়ান ভাইকে অসংখ্য ধন্যবাদ,1
নাটক টা ভালো কিন্তু সিগারেট বেশি খায়,1
এক কথায়  অসাধারণ,1
ছেলের বাপের অনেক সুন্দর বাড়িছেলে দেখতে সুন্দরgf য়ের জন্য অনেক যত্ন থাকলে অনেক সুন্দর মেয়েও রাজি হবে এটাই সাভাবিক।,1
২০১৯ বেস্ট নাটক অনেক ভালো লাগছেআর নিশো ভাইয়া আর মেহু আপু তো অসাধারণ,1
নাটকে নিশো ভাইকে অন্যরকম সু্ন্দর লাগছে।,1
অসাধারনএরকম নাটক আরো দেখতে চাই,1
অনেক সুন্দর অনেক সুন্দর অনেক সুন্দর অনেক সুন্দর অনেক সুন্দর,1
এক কথায় অসাধারণ,1
অসাধারণ স্টোরি+অভিনয়,1
খুব সুন্দর একটা নাটকঅনেক ভালো লাগছে,1
বাংলাদেশের একমাত্র নায়কের পার্সোনালিটি আছে নিশো ভাই থেকে।।,1
সবমিলিয়ে অসাধারণ।।। দুইবার দেখলাম এই নাটকটা।।।আরিয়ান ভাইয়া স্টোরিটা দারুণ।।। সত্যি মুগ্ধ হয়ে গেছি।।।।আফরান নিশো + মেহজাবিন সেরা জুটি।।।💋💋💋💋💋,1
নাটকটি খুব সুন্দর ছিলো মনোযোগ দিয়ে দেখলাম,1
হার্ট টাচিং১৯ এর সেরা ছিলো।,1
খুবি ভাল্লাগছে ভাইজান,1
কি অসাধারণ নাটক,1
এক কথায় অসাধৱন নাটক৷,1
নাটকটি খুব ভালো ছিল।,1
খুব সুন্দর হইছে,1
অসাধরন নাটক,1
খুব ভালো লাগলো,1
নিশো তোমায় অনেক অনেক ভালোবাসি।,1
এর বেস্ট নাটক,1
নিশো ভাইজাস্ট ওয়াও,1
নাটকটা অনেক সুন্দর হয়েছে কিছুটা আমার জীবনের সাথে মিলে,1
আমি যাকে ভালবাসি তাকে পাওয়ার জন্য  আমি দেশ ছাড়লাম তারপরও যদি না পাই আমার মত পোড়া কপাল আর পৃথিবীতে কারো হবে না সবাই দোয়া করবেন আমি যাতে আমার ভালোবাসার মানুষকে পাই,1
শেষ টা দারুন ছিল। মিজানুর রহমান আরিয়ান ভাইয়ের কাজ সবসময়ই ভাল হয়। আর বস তো বস ই,1
অসাধারণ  আচলে আমি অনেক নাটক দেখে ছি  Afran Nisho  vaiyar কিন্তু এই নাটকের মতো আমার আর ভালো লাগে নাই আচলে সত্তি কারের প্রেম হল এই রকম আচ থেকে ওনার আমি বড় প্রেন্ড ....•♠ ?!,1
মিজানুর রহমান আরিয়ান মানেই অসাধারণ আর নিশো ভাই মেহজাবিন থাকলে তো কোন কথাই নয় সত্যি অসাধারণ,1
প্রিয় আরিয়ান খুব ভালো লাগে আপনার কাজ গুলা,1
গান টা অসাধারন ছিলো,1
সুন্দর নাটক,1
অনেক ভালো লাগলো,1
গল্প অনেক সুন্দর ভালোই হয়েছে।,1
💔অসাধারণ 💋,1
অনেক সুন্দর মন ছুঁয়ে গেল,1
আরো ভালো হতে পারতো 🙏🙏🙏But নাটক অসাধারণ,1
এক কথায় অসাধারণ,1
 আরফানিশু ভাই আপনার নাটকে অনেক অনেক সুন্দর হইছে এজন্য আপনাকে অনেক ধন্যবাদ এরকম নাটক আমরা আগে কখনো দেখি নাই আমি আমার সাথে অনেক ফ্রেন্ড তারা বলছে বাংলাদেশে এরকম নাটক এই প্রথম হলো নাটকের অভিনেতা সবাইকে অনেক অনেক ধন্যবাদ এরকম নাটক বাংলাদেশের সবাইকে উপহার দেওয়ার জন্য আসসালামু আলাইকুম👬🖼,1
অসাধারন ছিল....,1
তাহসিন ভাই এর গান শুনলে মনে হয় প্রেম সাগরে ভাসছি  হাওয়ায়  উডেবেডাচ্ছি সমেস্সর অলি ভাই অাপনাকেও ধন্যবাদ,1
অনেক ভালো লাগলো নাটকটি,1
অনেক ভাল লাগলো নাটক,1
ভাল ছিল,1
মিজানুর রহমান আরিয়ান বলে কথা। ওনি বাংলাদেশের সেরা এক জন পরিচালক। আমি ওনার সব গুলো নাটক দেকেছি  অন্য পরিচালকের নাটক দেখে এত মজা পাইনি কিনতু ওনার নাটক দেখে এত এত মজা পেয়েছি  যা বলে বুজাতে পারবনা। সেলুট বস। দোয়া করি ভবিষ্যতে আরো ভালো নাটক তৈরি করবেন।,1
অসাধারণ খুব সুন্দর লাগলো নাটকটি এক কথায় দারুণ আরিয়ান তুমিই সেরা আর নিশু ও মেহজাবিনের কথা কি বলবো ওরা সুপার স্টার,1
এক কথায় অসাধারণ,1
খুব খুব সুন্দর একটা স্টোরী,1
অসাধারণ গল্প আরিয়ান ভাইকে অনেক অনেক ধন্যবাদ,1
অনেক সুন্দর হয়েছে নাটকটি। ধন্যবাদ,1
অনেক দিন পরে এমন একটা সুন্দর গল্প নিয়ে লেখা একটি নাটক দেখলাম। মায়ায় আবদ্ধ  ভালবাসা গুলা এমন ই হয় দূরে থাকা যায় ভুলে থাকা যায় না।,1
অসাধারন,1
অসাধারণ গল্পটা ছিলো,1
নাটক না দেখে লাইক দিছি কারনআরিয়ান ভাই মানে ভালো কিছু,1
মিজানুর রহমান আরিয়ান ভাইয়ের ইস্কিপ্ট মানেই সেরা,1
সব দিকে অসাধারণ,1
ভালোলাগলো ভাই,1
এক কথায় অসাধারণ,1
আরিয়ান আর নিশো ভাই আপনারা বেস্ট স্যালুট আপনাদিগকে আবহ সংগীত খুব জোস,1
আমার লাইফ ও একই ঘটনা। অনেক সুন্দর  নাটক।,1
কি দেখলাম এইটা...২০১৯ এর সেরা নাটকLove u Nisho Vai,1
খুবই সুন্দর একটা নাটক এক কথায় অসাধারণ,1
অনেকদিন পরে কোনো নাটক এতো ভালো লাগলো,1
অন্যরকম একটা নাটক দেখলাম খুব ভালো লাগলো।,1
অাসাধারন ছিল নাটক টা আরিয়ানে পরিচারনা ভাল ছিল আপেক্ষা আছি,1
প্রতিটা মানুষের ক্ষেত্রে জীবনে একবার হলেও তার প্রিয় মানুষটাকে হারানোর জরুরী। অন্তত প্রিয়র গুরুত্ব টা বোঝার জন্য ।,1
 এর সেরা নাটক বলেআমি মনে করিআপনারা কি মনে করেনলাইক দিয়ে জানাবেন,1
মিজানুর রহমান আরিয়ান  এই রকম একটা গল্প উপহার দেওয়ার জন্য অনেক অনেক ধন্যবাদ '!,1
যতটুকু লিখবো তা হবে সামান্য  কোন বিশেষণ নাইআমি মুগ্ধ,1
আফরান নিশো ভাই মানেই ভিন্ন কিছু। অসাধারণ গল্প আর সবার অসাধারণ অভিনয়ে আমার মতই আশা করছি সবাই মুগ্ধ হবে।,1
নাটক এর শুরু  টা ভালো ছিলো   শেষ  টা   কস্টের   ভালো ছিলো অনেক,1
খুব ভালো লাগছে নাটকটা,1
অনেক সুন্দর হয়েছে নাটক টা,1
খুবিই ভালো নাটক।,1
অনেক দিন পর আরিয়ানের একটা আবারো ঝাকালো ড্রামা দেখলা।। আমার মতে ২০১৯ এর সেরা নাটক এইটাই।।,1
কিছু বলার নেই এক কথায় অসাম হয়েছে।।।আই ভাল ইউ বস,1
এই বছরের বেষ্ট নাটক,1
অবিরাম ভালোবাসা প্রিয় তোমার প্রতি Afran Nisho,1
ভালোবাসা শিখার যা বাকী ছিল নাটক টা দেখে শিখে নিলাম। ভাল্লাগছে,1
নিশো ভাই গুড কামব্যাক!!ভালো লাগছে অনেক দিন পর ভালো একটা কাজ উপহার পেলাম!!আপনার কাছ থেকে চাহিদাটা সবার একটু বেশি..তাই আশা করবো সংখ্যার উপর নজর না দিয়ে এই রকম মানের উপর দিবেন!!,1
নাকট দেখে চোখের পানি চলে আসলোছেলেদের ভালোবাসা এমনি হয়অসাধারন ধন্যবাদ আরিয়ান ভাই 💔💔💔💔💔,1
আমার জীবনের দেখা সেরা নাটক তুমি আমারই,1
অসধারন নাটক,1
সেই সেই সুপার!অসম্ভব সুন্দর নাটক যা পূর্ণ দৈর্ঘ্য চলচিত্রকেউ হার মানায়!! তুমি হিরো আরিয়ান ভাই নিরান্তর শুভ কামনা.....অভিনেতাদের কেউ অনেক অনেক ধন্যবাদ এবং ভালোবাসা,1
অসাধারণ...!ধন্যবাদ মিজানুর রহমান আরিয়ান ভাইয়াআপনার প্রত্যেকটা নাটকই অনেক সুন্দর নিশ্চয় আপনার মনটাও অনেক সুন্দর হবে।ধন্যবাদ ১৬কোটি মানুষের প্রিয় অভিনেতা আফরান নিশো ভাইপ্রিয় অভিনেত্রী মেহেজাবিন আপু।আপনাদের জন্য অনেক অনেক শুভ কামনা রইলযেন সকল ধরনের খারাপ কাজ থেকে দূরে থেকে আরো ভালো কাজ উপহার দিয়ে কোটি ভক্তদের বিশ্বাস এবং ভালোবাসাটা ঠিকিয়ে রাখতে পারেন।,1
ভাই শিখিয়ে দিলে যে পবিত্র ভালোবাসার জোর কত। ভাই তুমিই সেরা,1
 আরিয়ান ভাইয়ের পরিচালিত সেরা নাটক🤗 অসাধারণ,1
মিষ্টি প্রেমের গল্প খুব ভালো লাগলো হ্যাপি এন্ডিং দেখে।নিশো ভাই অনেক ভালোবাসা।,1
অসাধারণ একটা নাট।এমন নাটক শুধু নিশো ভায়র জন্যই সম্ভব,1
ভালো থাকুক নাহ সবার ভালো বাসার মানুষ সুখে রাখুক আল্লাহ 🙄🙄,1
বস  এই টা কি দিলা  ২০১৯ এর বেস্ট,1
খুব সুন্দর গল্প,1
ভাই এমন একটা  নাটক উপহার দেয়ার জন্য আপনাদেরকে অসংখ্য ধন্যবাদ,1
সত্যি নাটকটা অসাধারণ।অসাধারণ একটা ভালোবাসার গল্প... ধন্যবাদ পরিচালক কে তার সাথে ধন্যবাদ নিশো ভাই ও মেহজাবিন আপুকে....,1
বিয়ে পর্যন্ত আরও একটু দেখতে পারলে ভালো লাগতো,1
আরাফান নিশু ভাই নাটকটা সত্যি ভাল লাগছে,1
চোখে পানি চলে আসছে অসাধারণ বলার ভাষা নাই 😥😥😥,1
দরশর্ক প্রসংশাই ভরপুর তুমি আমার।,1
সবকিছু ভালো লাগলো। কিন্ত এর মধ্যে বড় দেরকে কি করে সম্মান করা উচিত সেটা নেই,1
ভাই আমার কাছে একটা attractive ভালবাসার গল্প ছিল আমি কি এটা কারো কাছে পৌছাতে পারি সম্পূর্ণ বাস্তব আমার জীবন এর কাহিনী যে শুনবে অবাক যাবে বাস্তব জীবন এর কিছু কি পরিচালকের কাছে শেয়ার করা যাবে। কেউ হেল্প করেন,1
অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণঅসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণঅসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণঅসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণঅসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণঅসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণঅসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ------ পুরনো প্রেম জেগে উঠার মতো একটি নাটক। ধন্যবাদ আরিয়ান,1
সবচেয়ে বেষ্ট পার্ট ছিল ডাক্তারের কাছে হাত ধরে টেনে নিয়ে যাওয়া। ভালোবাসার প্রমাণ দেয়ার জন্য যথেষ্ট। অসাধারণ নাটক। এরই নাম ভালোবাসা। নাই কোন মাখামাখি নাই মেকআপের বাহুল্যতা।।।।,1
Best natok পরিচালক কে অন্তরের অন্তর স্থল থেকে অফুরন্ত ভালোবাসা সেই সাথে আফ্রান নিশো ভাইয়া ও মেহেজাবিন আপুকেও জানাই শিশির ভেজা লাল গোলাপের শুভেচ্ছা ও ভালবাসা,1
ধন্যবাদ আরিয়ান সাহেব আমাদের এত সুন্দর একটি নাটক উপহার দেওয়ার জন্য  🇲🇾,1
মিজানুর রহমান আরিয়ানের পরিচালনায় নাটক মানেই সুপার হিট🖐,1
ভাষা নেই কিছু বলার....যাই বলি না কেন কম হয়ে যাবে....খুব বেশি ভালো হয়েছে....Afran nisho love you so much,1
...সালের সেরা নাটক বস...মাজে মাজে নাটক করো ভালো বলদ পাইপ.. বস তুমি Love.. নাটক ছারা আর কিছু করবে না...তোমাকে এটাই মানায়... Love u...Boss...,1
অসাধারণ একটি নাটক,1
থ্যাংক ইউ সো মাচ আরিয়ান আপনার মেধা দিয়ে আপনি আরো সুন্দর গোছানো এই ধরনের নাটক তৈরি করবেন। আর নিশো মেহজাবিন অসাধারণ,1
ভালোবাসার মানুষ যেমন এই থাকুক না কেনো তার পরও তাকে ভালো লাগে ভালবাসা,1
অসাধারণ নাটক,1
নিশো ভাইয়া তুমি এতো সুন্দর কেন,1
অসাধারণ নাটক আর আরিয়ানকে ভাইকে অনেক ধন্যবাদ।,1
অনেক ভালো লাগলো নাটকটা                  বস তো বস তোমাকে অনেক ভালোবাসি বস...।,1
এক কথায় নাটকটি খুবই অসাধারণ গল্প গান অভিনয় খুবই সুন্দর হয়েছে,1
২০১৯ সালের সেরা নাটক বস,1
নিশো মানেই অসাধারণ,1
খুব ভালো লাগছে।।।।,1
ভাই সেরা,1
২০১৯ সালের সেরা নাটক এটিধন্যবাদ আরিয়ান ভাইয়া এতো সুন্দর একটি নাটক উপহার দেয়ার জন্যবড় ছেলেবুকের বা পাশের পরে এটা আপনার দেয়া তৃতীয় উপহার আরিয়ান ভাইয়াধন্যবাদ নিশো ভাইয়া এবং মেহজাবিন আপু,1
অসাধারণ,1
না বলা অনেক কিছু এই নাটক টির সাথে মিলে যাওয়াভালো লাগলো,1
আরফান নিশোর ভাই সাথে কমিট হেসেবে ওনো কাকে দিল সু্ন্দর হতো... মনে হয়ে...,1
একটা নাটক এত সুন্দর হতে পারে...?,1
২০১৯ সালের সেরা নাটক,1
অসাধান বসসসসস,1
অসাধারণ বসঅনেক কিছুই শেখার আছে এই নাটকে,1
২০১৯ সালে প্রথম এমন একটা নাটক দেখলাম ভাই দ্বিতীয় পাট্টা বানাবেন ইনশাল্লাহ আশা করি ভালো হবে মানে এরকম আরেকটা নাটক বানাবার জন্য অনুরোধ করলাম,1
লাভ ইউ নিশো ভাইনাটক টা ২০১৯ সালের সেরা নাটক,1
অসাধারণ নাটক,1
অসাধারণ একটা নাটক উপহার দিয়েছেন নিশো ভাইয়া অাপনি,1
২০১৯ সাল এর বেস্ট নাট,1
wow....কি চমৎকার ধন্যবাদ  "মিজানুর রহমান"   & আফরান নিশো,1
বলার কোনো ভাষা খুজে পাচ্ছি না কি বলবো  শুধু তোমার জন্য নাটক দেখি। তবে বস এইবার যা দেখিয়েছো সেটা একদম বুকের বা পাশে গিয়ে লাগেছে। Always love u Nisho vai,1
অসাধারণ জব।  মনে হচ্ছিল বলিউডের কোন রোমান্টিক ফিল্ম দেখছি। জাস্ট মাইন্ডব্লোয়িং।,1
boss তোমরা  তুলনা হয় না কারো সাথে তুমি নাটক এর বস তুমি  থেকে  ....love you ... খুব ভালো লাগছে,1
সত্যি অসাধারণ একটি গল্প  অনেক অনেক ভালো লাগলো ।,1
আমার দেখা এই বছরের সেরা নাটকআরিয়ান ভাইয়ের নাটক আমার প্রিয়,1
আফরান নিশু ও মেহজাবিন আপু অনেক ধন্যবাদ।আরিয়ান স্যার অসাধারন নাটক দেখে মনটা বড়ে গেল।,1
ছেড়ে আসা যায় কিন্তু  ছেড়ে  থাকা যায় না রাগ করাযায় কিন্তু  রাগ করে  থাকা যায় না,1
দারুন চোখ দিয়ে জল বেরিয়ে গেলদারুন অভিনয় করেছেন ভাই,1
